Ligand gene symbol	Receptor gene symbol
EFNB1	EPHB2
EFNB1	EPHB3
EFNB1	EPHB4
EFNB1	EPHB6
EFNB1	ERBB2
EFNB2	EPHA3
EFNB2	EPHA4
EFNB2	EPHA5
EFNB2	EPHA6
EFNB2	EPHB1
EFNB2	EPHB2
EFNB2	EPHB3
EFNB2	EPHB4
EFNB2	EPHB6
EFNB2	GRM1
EFNB2	GRM5
EFNB2	PECAM1
EFNB2	RHBDL2
EFNB3	EPHA4
EFNB3	EPHB1
EFNB3	EPHB2
EFNB3	EPHB3
EFNB3	EPHB4
EFNB3	EPHB6
EFNB3	RHBDL2
EGF	CAV1
EGF	EGFR
EGF	ERBB2
EGF	ERBB3
EGF	ERBB4
EGF	FSHR
EGF	NOTCH3
EGFL8	NCR3
EMB	SLC16A7
ENAM	CD63
ENHO	GPR19
ENTPD5	ENTPD3
ENTPD5	ENTPD8
ENTPD5	NT5E
EPGN	EGFR
EPO	CRLF3
EPO	EPHB4
EPO	EPOR
EPO	KIT
EREG	EGFR
EREG	ERBB2
EREG	ERBB3
EREG	ERBB4
F10	F3
F10	ITGAM
F10	ITGB2
F11	GP1BA
F11	GP1BB
F11	GP9
F12	GP1BA
F13A1	ITGA4
F13A1	ITGA9
F13A1	ITGB1
F2	ADRB2
F2	AGTR2
F2	CCR3
F2	CCR5
F2	CFTR
F2	CHRM1
F2	CXCR4
F2	F2R
F2	F2RL1
F2	F2RL2
F2	F2RL3
F2	FPR1
F2	GP1BA
F2	GP1BB
F2	GP9
F2	HTR2C
F2	ITGA2B
F2	P2RY2
F2	PTGER1
F2	THBD
F7	F3
F8	ASGR2
F8	LDLR
F8	LRP1
F9	LRP1
FAM20C	ANO8
FAM20C	APLP2
FAM20C	APP
FAM20C	CDH2
FAM20C	MXRA8
FAM20C	SDC2
FAM3C	LIFR
FAM3D	FPR1
FAM3D	FPR2
FARP2	NRP1
FARP2	PLXNA1
FARP2	PLXNA2
FARP2	PLXNA3
FARP2	PLXNA4
FASLG	FAS
FASLG	TNFRSF6B
FAT4	DCHS1
FBLN1	ITGB1
FBN1	ITGA5
FBN1	ITGAV
FBN1	ITGB1
FBN1	ITGB3
FBN1	ITGB6
FCER2	CR2
FCGR3B	CD2
FCGR3B	CD247
FCGR3B	CD28
FCGR3B	FCER1G
FCGR3B	LILRA1
FCGR3B	LILRA2
FCGR3B	LILRA4
FCGR3B	LILRA5
FCGR3B	LILRA6
FCGR3B	LILRB1
FCGR3B	LILRB2
FCGR3B	LILRB3
FCGR3B	LILRB5
FCN2	LRP1
FGA	ITGA2B
FGA	ITGA5
FGA	ITGAD
FGA	ITGAM
FGA	ITGAV
FGA	ITGAX
FGA	ITGB1
FGA	ITGB2
FGA	ITGB3
FGA	KIAA1549
FGA	LY96
FGA	PLAUR
FGA	TLR4
FGB	ITGA2B
FGB	ITGA5
FGB	ITGAD
FGB	ITGAM
FGB	ITGAV
FGB	ITGAX
FGB	ITGB1
FGB	ITGB2
FGB	ITGB3
FGB	KIAA1549
FGB	LY96
FGB	PLAUR
FGB	TLR4
FGF1	CD44
FGF1	CSPG4
FGF1	EGFR
FGF1	FGFR1
FGF1	FGFR2
FGF1	FGFR3
FGF1	FGFR4
FGF1	FGFRL1
FGF1	FLRT1
FGF1	FLRT2
FGF1	NRP1
FGF10	FGFR1
FGF10	FGFR2
FGF10	FGFR3
FGF10	FGFR4
FGF10	FGFRL1
FGF10	FLRT1
FGF10	FLRT2
FGF11	FGFR1
FGF11	FGFR2
FGF11	FGFR3
FGF11	FGFR4
FGF12	FGFR1
FGF12	FGFR2
FGF12	FGFR3
FGF12	FGFR4
FGF12	SCN5A
FGF13	EGFR
FGF13	FGFR1
FGF13	FGFR2
FGF13	FGFR3
FGF13	FGFR4
FGF13	SCN5A
FGF13	SCN8A
FGF14	FGFR1
FGF14	FGFR2
FGF14	FGFR3
FGF14	FGFR4
FGF16	FGFR1
FGF16	FGFR2
FGF16	FGFR3
FGF16	FGFR4
FGF17	FGFR1
FGF17	FGFR2
FGF17	FGFR3
FGF17	FGFR4
FGF18	FGFR1
FGF18	FGFR2
FGF18	FGFR3
FGF18	FGFR4
FGF18	FGFRL1
FGF19	FGFR1
FGF19	FGFR2
FGF19	FGFR3
FGF19	FGFR4
FGF19	KLB
FGF19	SDC1
FGF19	SDC2
FGF19	SDC3
FGF2	CD44
FGF2	FGFR1
FGF2	FGFR2
FGF2	FGFR3
FGF2	FGFR4
FGF2	FGFRL1
FGF2	FLRT1
FGF2	FLRT2
FGF2	GPC1
FGF2	GPC4
FGF2	NRP1
FGF2	SDC1
FGF2	SDC2
FGF2	SDC3
FGF2	SDC4
FGF20	FGFR4
FGF20	FLRT1
FGF20	FLRT2
FGF21	FGFR2
FGF21	FGFR4
FGF22	FGFR2
FGF22	FGFRL1
FGF22	FLRT1
FGF22	FLRT2
FGF23	FGFR1
FGF23	FGFR2
FGF23	FGFR3
FGF23	FGFR4
FGF23	FGFRL1
FGF23	FLRT1
FGF23	FLRT2
FGF23	KL
FGF23	PHEX
FGF23	SDC1
FGF23	SDC2
FGF23	SDC3
FGF3	FGFR1
FGF3	FGFR2
FGF3	FGFR3
FGF3	FGFR4
FGF3	FGFRL1
FGF3	FLRT1
FGF3	FLRT2
FGF4	FGFR1
FGF4	FGFR2
FGF4	FGFR3
FGF4	FGFR4
FGF4	FGFRL1
FGF4	FLRT1
FGF4	FLRT2
FGF4	NRP1
FGF5	FGFR1
FGF5	FGFR2
FGF5	FGFR3
FGF5	FGFR4
FGF6	FGFR1
FGF6	FGFR2
FGF6	FGFR3
FGF6	FGFR4
FGF6	FLRT1
FGF6	FLRT2
FGF6	SDC4
FGF7	FGFR1
FGF7	FGFR2
FGF7	FGFR3
FGF7	NRP1
FGF8	FGFR1
FGF8	FGFR2
FGF8	FGFR3
FGF8	FGFR4
FGF8	FGFRL1
FGF9	FGFR1
FGF9	FGFR2
FGF9	FGFR3
FGF9	FGFR4
FGF9	FLRT1
FGF9	FLRT2
FGG	ITGA2B
FGG	ITGA5
FGG	ITGAD
FGG	ITGAM
FGG	ITGAV
FGG	ITGAX
FGG	ITGB1
FGG	ITGB2
FGG	ITGB3
FGG	KIAA1549
FGG	LY96
FGG	PLAUR
FGG	TLR4
FGL1	EGFR
FLT3LG	FLT3
FN1	C5AR1
FN1	CD44
FN1	CD79A
FN1	COL13A1
FN1	EGFR
FN1	FLT4
FN1	IL17RC
FN1	ITGA2
FN1	ITGA2B
FN1	ITGA4
FN1	ITGA5
FN1	ITGA6
FN1	ITGA8
FN1	ITGA9
FN1	ITGAV
FN1	ITGB1
FN1	ITGB3
FN1	ITGB6
FN1	ITGB7
FN1	ITGB8
FN1	KIAA1549
FN1	MAG
FN1	NT5E
FN1	PLAUR
FN1	ROBO4
FN1	SDC2
FN1	TNFRSF11B
FN1	TSHR
FNDC5	ITGAV
FNDC5	ITGB5
FSHB	FSHR
FST	BAMBI
FST	BMPR1A
FST	BMPR1B
FST	BMPR2
FST	HJV
FST	RGMB
FSTL1	DIP2A
FZD8	ATP6AP2
FZD8	CKAP4
FZD8	LRP5
FZD8	LRP6
FZD8	RYK
FZD8	ZNRF3
GAL	GALR1
GAL	GALR2
GAL	GALR3
GAL	GPR151
GALP	GALR1
GALP	GALR2
GALP	GALR3
GAS6	AXL
GAS6	MERTK
GAS6	TYRO3
GAST	CCKBR
GCG	GCGR
GCG	GLP1R
GCG	GLP2R
GDF1	ACVR1
GDF1	BMPR1A
GDF1	BMPR2
GDF10	ACVR1B
GDF11	ACVR1B
GDF11	ACVR2A
GDF11	ACVR2B
GDF15	GFRAL
GDF2	ACVR1
GDF2	ACVR2A
GDF2	ACVR2B
GDF2	ACVRL1
GDF2	BMPR2
GDF2	ENG
GDF3	TDGF1
GDF5	ACVR1
GDF5	ACVR2A
GDF5	ACVR2B
GDF5	BMPR1A
GDF5	BMPR1B
GDF5	BMPR2
GDF5	ROR2
GDF6	BMPR1A
GDF6	BMPR1B
GDF6	BMPR2
GDF7	ACVR2A
GDF7	BMPR1A
GDF7	BMPR2
GDF9	ACVR2A
GDF9	BMPR1A
GDF9	BMPR1B
GDF9	BMPR2
GDF9	TGFBR1
GDNF	EDNRB
GDNF	GFRA1
GDNF	GFRA2
GDNF	GFRA4
GDNF	RET
GDNF	SLC44A5
GH1	GHR
GH1	PRLR
GH2	GHR
GH2	PRLR
GHRH	GHRHR
GHRH	VIPR1
GHRL	GHSR
GHRL	GPR39
GHRL	MLNR
GIP	DPP4
GIP	GIPR
GIP	INSR
GLG1	SELE
GNAI2	ACKR3
GNAI2	ADCY1
GNAI2	ADCY7
GNAI2	ADCY8
GNAI2	ADCY9
GNAI2	ADORA1
GNAI2	ADRA2A
GNAI2	ADRA2B
GNAI2	ADRA2C
GNAI2	AGTR2
GNAI2	APLNR
GNAI2	APP
GNAI2	BDKRB1
GNAI2	BDKRB2
GNAI2	C3AR1
GNAI2	C5AR1
GNAI2	CASR
GNAI2	CAV1
GNAI2	CCR1
GNAI2	CCR10
GNAI2	CCR2
GNAI2	CCR3
GNAI2	CCR4
GNAI2	CCR5
GNAI2	CCR7
GNAI2	CCR8
GNAI2	CCR9
GNAI2	CHRM4
GNAI2	CNR1
GNAI2	CNR2
GNAI2	CX3CR1
GNAI2	CXCR1
GNAI2	CXCR2
GNAI2	CXCR3
GNAI2	CXCR4
GNAI2	CXCR5
GNAI2	CXCR6
GNAI2	DRD3
GNAI2	DRD4
GNAI2	EDNRA
GNAI2	EDNRB
GNAI2	EGFR
GNAI2	F2R
GNAI2	FPR1
GNAI2	FPR2
GNAI2	FPR3
GNAI2	GABBR2
GNAI2	GALR1
GNAI2	GALR2
GNAI2	GALR3
GNAI2	GPR17
GNAI2	GPR18
GNAI2	GPR183
GNAI2	GPR31
GNAI2	GPR37
GNAI2	GPR37L1
GNAI2	GPR55
GNAI2	GRM2
GNAI2	GRM3
GNAI2	GRM4
GNAI2	GRM6
GNAI2	GRM7
GNAI2	GRM8
GNAI2	HCAR1
GNAI2	HCAR2
GNAI2	HCAR3
GNAI2	HRH3
GNAI2	HRH4
GNAI2	HTR1A
GNAI2	HTR1B
GNAI2	HTR1D
GNAI2	HTR1E
GNAI2	HTR1F
GNAI2	HTR5A
GNAI2	IGF1R
GNAI2	LHCGR
GNAI2	LPAR1
GNAI2	LPAR2
GNAI2	LPAR3
GNAI2	LPAR5
GNAI2	MCHR1
GNAI2	MCHR2
GNAI2	MTNR1A
GNAI2	MTNR1B
GNAI2	NMUR1
GNAI2	NMUR2
GNAI2	NPBWR1
GNAI2	NPBWR2
GNAI2	NPY1R
GNAI2	NPY2R
GNAI2	NPY4R
GNAI2	NPY5R
GNAI2	OPRD1
GNAI2	OPRK1
GNAI2	OPRL1
GNAI2	OPRM1
GNAI2	OXER1
GNAI2	OXGR1
GNAI2	P2RY12
GNAI2	P2RY13
GNAI2	P2RY14
GNAI2	P2RY4
GNAI2	PTGDR2
GNAI2	RXFP1
GNAI2	RXFP3
GNAI2	RXFP4
GNAI2	S1PR1
GNAI2	S1PR3
GNAI2	S1PR4
GNAI2	S1PR5
GNAI2	SSTR1
GNAI2	SSTR2
GNAI2	SSTR3
GNAI2	SSTR4
GNAI2	SSTR5
GNAI2	SUCNR1
GNAI2	TAS1R1
GNAI2	TAS1R2
GNAI2	TAS1R3
GNAI2	TAS2R1
GNAI2	TAS2R10
GNAI2	TAS2R13
GNAI2	TAS2R14
GNAI2	TAS2R16
GNAI2	TAS2R19
GNAI2	TAS2R20
GNAI2	TAS2R3
GNAI2	TAS2R30
GNAI2	TAS2R31
GNAI2	TAS2R38
GNAI2	TAS2R39
GNAI2	TAS2R4
GNAI2	TAS2R40
GNAI2	TAS2R41
GNAI2	TAS2R42
GNAI2	TAS2R43
GNAI2	TAS2R46
GNAI2	TAS2R5
GNAI2	TAS2R50
GNAI2	TAS2R60
GNAI2	TAS2R7
GNAI2	TAS2R8
GNAI2	TAS2R9
GNAI2	TBXA2R
GNAI2	TSHR
GNAI2	UNC5B
GNAS	ADCY1
GNAS	ADCY7
GNAS	ADCY8
GNAS	ADCY9
GNAS	ADCYAP1R1
GNAS	ADORA2B
GNAS	ADRB1
GNAS	ADRB2
GNAS	AGTR2
GNAS	AVPR2
GNAS	CALCR
GNAS	CALCRL
GNAS	CCR3
GNAS	CCR5
GNAS	CHRM1
GNAS	CRHR1
GNAS	CRHR2
GNAS	CXCR4
GNAS	DRD1
GNAS	DRD5
GNAS	EDNRA
GNAS	FPR1
GNAS	FSHR
GNAS	GCGR
GNAS	GHRHR
GNAS	GIPR
GNAS	GLP1R
GNAS	GLP2R
GNAS	GPR150
GNAS	GPR176
GNAS	GPR20
GNAS	GPR25
GNAS	GPR27
GNAS	GPR32
GNAS	GPR39
GNAS	GPR45
GNAS	GPR83
GNAS	GPR84
GNAS	HRH2
GNAS	HTR2C
GNAS	HTR7
GNAS	LHCGR
GNAS	MC1R
GNAS	MC2R
GNAS	MC3R
GNAS	MC4R
GNAS	MC5R
GNAS	NPSR1
GNAS	P2RY11
GNAS	P2RY2
GNAS	PTGDR
GNAS	PTGER1
GNAS	PTGER2
GNAS	PTGIR
GNAS	PTH1R
GNAS	PTH2R
GNAS	RAMP1
GNAS	RAMP2
GNAS	RAMP3
GNAS	RXFP1
GNAS	RXFP2
GNAS	SCTR
GNAS	TAAR1
GNAS	TAAR2
GNAS	TAAR5
GNAS	TAAR6
GNAS	TAAR8
GNAS	TAAR9
GNAS	TSHR
GNAS	VIPR1
GNAS	VIPR2
GNRH1	GNRHR
GNRH2	GNRHR
GPC3	CD81
GPC3	IGF1R
GPC3	PTCH1
GPC6	GPC4
GPHA2	TSHR
GPHB5	TSHR
GPI	AMFR
GREM1	BAMBI
GREM1	BMPR1A
GREM1	BMPR1B
GREM1	BMPR2
GREM1	HJV
GREM1	KDR
GREM1	RGMB
GRN	SORT1
GRN	TNFRSF1A
GRN	TNFRSF1B
GRP	BRS3
GRP	GRPR
GRP	NMBR
GUCA2A	GUCY2C
GUCA2B	GUCY2C
GUCA2B	GUCY2D
GZMB	CHRM3
GZMB	IGF2R
GZMB	PGRMC1
HAS2	CD44
HAS2	HMMR
HBB	CD163
HBEGF	CD44
HBEGF	CD82
HBEGF	CD9
HBEGF	EGFR
HBEGF	ERBB2
HBEGF	ERBB4
HBEGF	PRLR
HCRT	HCRTR1
HCRT	HCRTR2
HCRT	NPFFR2
HEBP1	FPR3
HGF	CD44
HGF	ITGB1
HGF	MET
HGF	SDC1
HGF	SDC2
HGF	ST14
HHIPL2	CACHD1
HHLA2	TMIGD2
HHLA3	CHRM3
HLA-A	APLP2
HLA-A	CANX
HLA-A	CD247
HLA-A	CD3D
HLA-A	CD3E
HLA-A	CD3G
HLA-A	CD8A
HLA-A	ERBB2
HLA-A	GYPC
HLA-A	HLA-B
HLA-A	KIR2DL1
HLA-A	KIR2DL3
HLA-A	KIR2DL4
HLA-A	KIR3DL1
HLA-A	KIR3DL2
HLA-A	KLRC1
HLA-A	KLRC2
HLA-A	KLRC4
HLA-A	KLRD1
HLA-A	LILRA1
HLA-A	LILRA2
HLA-A	LILRA4
HLA-A	LILRA5
HLA-A	LILRA6
HLA-A	LILRB1
HLA-A	LILRB2
HLA-A	LILRB3
HLA-A	LILRB5
HLA-B	CANX
HLA-B	CD3D
HLA-B	CD3E
HLA-B	CD3G
HLA-B	CD8A
HLA-B	KIR2DL1
HLA-B	KIR2DL3
HLA-B	KIR2DL4
HLA-B	KIR3DL1
HLA-B	KIR3DL2
HLA-B	KLRD1
HLA-B	LILRA1
HLA-B	LILRA2
HLA-B	LILRA4
HLA-B	LILRA5
HLA-B	LILRA6
HLA-B	LILRB1
HLA-B	LILRB2
HLA-B	LILRB3
HLA-B	LILRB5
HLA-B	TYROBP
HLA-C	CANX
HLA-C	CD3D
HLA-C	CD3E
HLA-C	CD3G
HLA-C	CD8A
HLA-C	DDR1
HLA-C	HLA-B
HLA-C	KIR2DL1
HLA-C	KIR2DL3
HLA-C	KIR2DL4
HLA-C	KIR2DS4
HLA-C	KIR3DL1
HLA-C	LILRA1
HLA-C	LILRA2
HLA-C	LILRA3
HLA-C	LILRA4
HLA-C	LILRA5
HLA-C	LILRA6
HLA-C	LILRB1
HLA-C	LILRB2
HLA-C	LILRB3
HLA-C	LILRB5
HLA-C	NOTCH4
HLA-C	SLC9C2
HLA-C	TYROBP
HLA-E	CANX
HLA-E	CD3D
HLA-E	CD3E
HLA-E	CD3G
HLA-E	CD8A
HLA-E	HFE
HLA-E	HLA-B
HLA-E	KIR2DL1
HLA-E	KIR2DL3
HLA-E	KIR2DL4
HLA-E	KIR3DL1
HLA-E	KLRC1
HLA-E	KLRC2
HLA-E	KLRD1
HLA-E	LILRA1
HLA-E	LILRA2
HLA-E	LILRA4
HLA-E	LILRA5
HLA-E	LILRA6
HLA-E	LILRB1
HLA-E	LILRB2
HLA-E	LILRB3
HLA-E	LILRB5
HLA-E	SLC16A4
HLA-E	TYROBP
HLA-F	CANX
HLA-F	CD3D
HLA-F	CD3E
HLA-F	CD3G
HLA-F	CD8A
HLA-F	KIR2DL1
HLA-F	KIR2DL3
HLA-F	KIR2DL4
HLA-F	KIR3DL1
HLA-F	KIR3DL2
HLA-F	LILRA1
HLA-F	LILRA2
HLA-F	LILRA4
HLA-F	LILRA5
HLA-F	LILRA6
HLA-F	LILRB1
HLA-F	LILRB2
HLA-F	LILRB3
HLA-F	LILRB5
HLA-G	CANX
HLA-G	CD3D
HLA-G	CD3E
HLA-G	CD3G
HLA-G	CD4
HLA-G	CD8A
HLA-G	HLA-F
HLA-G	KIR2DL1
HLA-G	KIR2DL3
HLA-G	KIR2DL4
HLA-G	KLRC1
HLA-G	KLRD1
HLA-G	LILRA1
HLA-G	LILRA2
HLA-G	LILRA4
HLA-G	LILRA5
HLA-G	LILRA6
HLA-G	LILRB1
HLA-G	LILRB2
HLA-G	LILRB3
HLA-G	LILRB5
HMGB1	ITGAM
HMGB1	ITGAV
HMGB1	ITGB2
HMGB1	ITGB3
HMGB1	LY96
HMGB1	SDC1
HMGB1	THBD
HMGB1	TLR1
HMGB1	TLR2
HMGB1	TLR4
HP	APP
HP	ASGR1
HP	ASGR2
HP	CD163
HP	ITGAM
HP	ITGB2
HPR	APP
HPX	LRP1
HRAS	AGTR1
HRAS	CAV1
HRAS	INSR
HRAS	ITGA2B
HRAS	ITGB3
HRAS	SDC2
HRG	FCGR1A
HSP90AA1	AR
HSP90AA1	CAV1
HSP90AA1	CFTR
HSP90AA1	EGFR
HSP90AA1	ERBB2
HSP90AA1	ERBB3
HSP90AA1	FGFR3
HSP90AA1	HMMR
HSP90AA1	ITGAV
HSP90AA1	ITGB3
HSP90AA1	KDR
HSP90AA1	PGR
HSP90AA1	TMEM67
HSPG2	CHRM3
HSPG2	COL13A1
HSPG2	ITGA2
HSPG2	ITGB1
HSPG2	KDR
HSPG2	PTPRS
HSPG2	SDC1
IAPP	CALCR
IAPP	RAMP1
IAPP	RAMP2
IAPP	RAMP3
IBSP	ITGAV
IBSP	ITGB3
ICAM1	CAV1
ICAM1	IL2RA
ICAM1	ITGAL
ICAM1	ITGAM
ICAM1	ITGAX
ICAM1	ITGB2
ICAM1	SPN
ICAM2	CD209
ICAM2	ITGAL
ICAM2	ITGAM
ICAM2	ITGB2
ICAM3	CD209
ICAM3	CLEC4M
ICAM3	ITGAD
ICAM3	ITGAL
ICAM3	ITGB2
ICAM4	ITGA2B
ICAM4	ITGA4
ICAM4	ITGAL
ICAM4	ITGAM
ICAM4	ITGAV
ICAM4	ITGB1
ICAM4	ITGB2
ICAM4	ITGB3
ICAM5	ITGAL
ICAM5	ITGB2
ICOSLG	CD28
ICOSLG	CTLA4
ICOSLG	ICOS
ICOS	ICOSLG
IFNA1	IFNAR1
IFNA1	IFNAR2
IFNA10	IFNAR1
IFNA10	IFNAR2
IFNA13	IFNAR1
IFNA13	IFNAR2
IFNA14	IFNAR1
IFNA14	IFNAR2
IFNA16	IFNAR1
IFNA16	IFNAR2
IFNA17	CR2
IFNA17	IFNAR1
IFNA17	IFNAR2
IFNA2	CR2
IFNA2	IFNAR1
IFNA2	IFNAR2
IFNA21	CR2
IFNA21	IFNAR1
IFNA21	IFNAR2
IFNA4	IFNAR1
IFNA4	IFNAR2
IFNA5	IFNAR1
IFNA5	IFNAR2
IFNA6	IFNAR1
IFNA6	IFNAR2
IFNA7	IFNAR1
IFNA7	IFNAR2
IFNA8	IFNAR1
IFNA8	IFNAR2
IFNB1	IFNAR1
IFNB1	IFNAR2
IFNE	IFNAR1
IFNE	IFNAR2
IFNG	IFNGR1
IFNG	IFNGR2
IFNK	IFNAR1
IFNK	IFNAR2
IFNL1	IFNLR1
IFNL1	IL10RB
IFNL2	IFNLR1
IFNL2	IL10RB
IFNL3	IFNLR1
IFNL3	IL10RB
IFNL4	IFNLR1
IFNL4	IL10RB
IFNW1	IFNAR1
IFNW1	IFNAR2
IGF1	IGF1R
IGF1	INSR
IGF1	ITGAV
IGF1	ITGB3
IGF2	IGF1R
IGF2	IGF2R
IGF2	INSR
IGFBP4	FZD8
IGFBP4	LRP6
IGFL1	IGFLR1
IGFL2	IGFLR1
IGFL3	IGFLR1
IGSF11	VSIR
IGSF5	F11R
IGSF5	JAM3
IHH	BOC
IHH	CDON
IHH	DISP2
IHH	GPC5
IHH	HHIP
IHH	PTCH1
IHH	PTCH2
IL10	IL10RA
IL10	IL10RB
IL10	SIRPG
IL11	IL11RA
IL11	IL6ST
IL12A	CANX
IL12A	IL12RB1
IL12A	IL12RB2
IL12A	IL27RA
IL12A	IL6ST
IL12B	IL12RB1
IL12B	IL12RB2
IL12B	IL23R
IL13	IL13RA1
IL13	IL13RA2
IL13	IL2RG
IL13	IL4R
IL15	IL15RA
IL15	IL2RA
IL15	IL2RB
IL15	IL2RG
IL16	CCR5
IL16	CD4
IL16	GRIN2D
IL16	KCNJ10
IL16	KCNJ15
IL17A	IL17RA
IL17A	IL17RC
IL17B	IL17RA
IL17B	IL17RB
IL17C	IL17RA
IL17C	IL17RE
IL17F	IL17RA
IL17F	IL17RC
IL18	CD48
IL18	IL18R1
IL18	IL18RAP
IL18	IL1RAPL1
IL19	IL20RA
IL19	IL20RB
IL1A	IL1R1
IL1A	IL1R2
IL1A	IL1RAP
IL1B	IL1R1
IL1B	IL1R2
IL1B	IL1RAP
IL1F10	IL1R1
IL1F10	IL1RAPL1
IL1F10	IL1RL2
IL1RAPL1	PTPRD
IL1RAPL1	PTPRF
IL1RAPL1	PTPRS
IL1RN	IL1R1
IL1RN	IL1R2
IL1RN	IL1RL2
IL2	CD53
IL2	GYPE
IL2	IL2RA
IL2	IL2RB
IL2	IL2RG
IL20	IL20RA
IL20	IL20RB
IL20	IL22RA1
IL21	IL21R
IL21	IL2RG
IL22	IL10RA
IL22	IL10RB
IL22	IL21R
IL22	IL22RA1
IL22	IL22RA2
IL23A	IL12RB1
IL23A	IL23R
IL24	IL20RA
IL24	IL20RB
IL24	IL22RA1
IL25	IL17RA
IL25	IL17RB
IL26	IL10RB
IL26	IL20RA
IL27	CANX
IL27	CRLF1
IL27	IL27RA
IL27	IL6ST
IL2RB	IL15RA
IL2RB	IL2RA
IL2RB	IL2RG
IL3	CSF2RB
IL3	IL3RA
IL31	IL31RA
IL31	OSMR
IL32	ITGB3
IL33	IL1RL1
IL34	CSF1R
IL34	PTPRZ1
IL34	SDC1
IL36A	IL1RL2
IL36B	IL1RL2
IL36RN	IL1RL2
IL4	CD53
IL4	IL13RA1
IL4	IL13RA2
IL4	IL2RG
IL4	IL4R
IL5	CSF2RB
IL5	IL5RA
IL6	ERBB2
IL6	F3
IL6	IL6R
IL6	IL6ST
IL7	IL2RG
IL7	IL7R
IL9	IL2RG
IL9	IL9R
INHA	ACVR1
INHA	ACVR1B
INHA	ACVR2A
INHA	ACVR2B
INHA	TGFBR3
INHBA	ACVR1
INHBA	ACVR1B
INHBA	ACVR1C
INHBA	ACVR2A
INHBA	ACVR2B
INHBA	ACVRL1
INHBA	BAMBI
INHBA	ENG
INHBA	TGFBR3
INHBB	ACVR1
INHBB	ACVR1B
INHBB	ACVR1C
INHBB	ACVR2A
INHBB	ACVR2B
INHBB	CFC1
INHBB	CFC1B
INHBC	ACVR2A
INHBC	ACVR2B
INHBE	ACVR1
INHBE	ACVR1B
INHBE	ENG
INS	IGF1R
INS	INSR
INS	LRP2
INS	TMEM115
INSL3	RXFP2
INSL5	RXFP3
INSL5	RXFP4
IZUMO2	CD9
IZUMO3	CD9
IZUMO4	CD9
JAG1	CD46
JAG1	NOTCH1
JAG1	NOTCH2
JAG1	NOTCH3
JAG1	NOTCH4
JAG2	NOTCH1
JAG2	NOTCH2
JAG2	NOTCH3
JAG2	NOTCH4
JAM2	F11R
JAM2	ITGA4
JAM2	ITGAM
JAM2	ITGB1
JAM2	ITGB2
JAM2	JAM3
JAML	CXADR
KIR3DL1	KIR2DL1
KIR3DL1	KIR2DL3
KIR3DL1	KIR3DL2
KIR3DL1	KLRC1
KIR3DL1	KLRD1
KIR3DL2	KIR2DL1
KIR3DL2	KIR2DL3
KIR3DL2	KIR3DL1
KIR3DL2	KLRC1
KIR3DL2	KLRD1
KIR3DS1	HLA-F
KIRREL1	F2RL2
KISS1	KISS1R
KISS1	MMP24
KITLG	EPOR
KITLG	KIT
KLRB1	CLEC2D
KLRF1	CLEC2B
KMT2E	NCR2
KNG1	BDKRB1
KNG1	BDKRB2
KNG1	GP1BA
KNG1	GPR135
KNG1	ITGAM
KNG1	ITGB2
KNG1	PLAUR
KNG1	RXFP4
KNG1	SDC2
KRTAP5-11	NECTIN3
L1CAM	CNTN1
L1CAM	EGFR
L1CAM	EPHB2
L1CAM	ERBB2
L1CAM	ERBB3
L1CAM	FGFR2
L1CAM	ITGA2B
L1CAM	ITGA5
L1CAM	ITGA9
L1CAM	ITGAV
L1CAM	ITGB1
L1CAM	ITGB3
L1CAM	NRP1
LACRT	SDC1
LAMA1	CHRM1
LAMA1	CHRNA1
LAMA1	COL17A1
LAMA1	ERBB3
LAMA1	GPC1
LAMA1	ITGA1
LAMA1	ITGA2
LAMA1	ITGA3
LAMA1	ITGA6
LAMA1	ITGA7
LAMA1	ITGAV
LAMA1	ITGB1
LAMA1	ITGB4
LAMA1	ITGB8
LAMA1	PMP22
LAMA1	RPSA
LAMA1	SDC2
LAMA1	SDC4
LAMA2	CHRM1
LAMA2	CHRNA1
LAMA2	ITGA1
LAMA2	ITGA2
LAMA2	ITGA3
LAMA2	ITGA6
LAMA2	ITGA7
LAMA2	ITGB1
LAMA2	ITGB4
LAMA2	RPSA
LAMA3	CD151
LAMA3	CHRM1
LAMA3	CHRNA1
LAMA3	COL17A1
LAMA3	ITGA1
LAMA3	ITGA2
LAMA3	ITGA3
LAMA3	ITGA6
LAMA3	ITGB1
LAMA3	ITGB4
LAMA3	RPSA
LAMA3	SDC2
LAMA3	SDC4
LAMA4	CHRM1
LAMA4	CHRNA1
LAMA4	ITGA1
LAMA4	ITGA2
LAMA4	ITGA3
LAMA4	ITGA6
LAMA4	ITGA7
LAMA4	ITGAV
LAMA4	ITGB1
LAMA4	ITGB3
LAMA4	ITGB4
LAMA4	RPSA
LAMA5	BCAM
LAMA5	CHRM1
LAMA5	CHRNA1
LAMA5	ITGA1
LAMA5	ITGA2
LAMA5	ITGA3
LAMA5	ITGA6
LAMA5	ITGA7
LAMA5	ITGB1
LAMA5	ITGB4
LAMA5	RPSA
LAMA5	SDC1
LAMB1	CHRM1
LAMB1	CHRNA1
LAMB1	COL17A1
LAMB1	ERBB3
LAMB1	ITGA1
LAMB1	ITGA2
LAMB1	ITGA3
LAMB1	ITGA6
LAMB1	ITGA7
LAMB1	ITGAV
